order_id,customer_id,order_date,order_status,shipping_cost
O13435,C02098,2023-12-07,Cancelled,9.49
O13436,C00204,2023-04-04,Pending,7.37
O13437,C01440,2023-01-21,Shipped,5.32
O13438,C01483,2023-10-07,Cancelled,27.84
O13439,C00334,2023-08-19,shipped,17.95
O13440,C01716,2023-04-17,shipped,15.84
O13441,C01448,2023-06-01,shipped,14.09
O13442,C00868,2023-10-01,shipped,0.73
O13443,C00393,2023-12-31,Cancelled,26.34
O13444,C00613,2023-12-11,Cancelled,16.87
O13445,C00537,2023-08-31,Shipped,8.42
O13446,C00373,2023-09-28,shipped,22.74
O13447,C01630,2023-12-21,shipped,29.24
O13448,C02056,2023-06-09,Cancelled,11.65
O13449,C01639,2023-12-09,shipped,27.34
O13450,C00965,2023-04-23,shipped,19.06
O13451,C01170,2023-06-28,Cancelled,14.04
O13452,C00385,2023-04-24,shipped,17.68
O13453,C01582,2023-02-14,Pending,17.82
O13454,C02033,2023-04-24,Cancelled,4.98
O13455,C00748,2023-10-09,Shipped,27.61
O13456,C00221,2023-12-07,shipped,2.89
O13457,C00776,2023-07-31,Pending,7.36
O13458,C00825,2023-01-19,shipped,20.22
O13459,C01097,2023-03-31,Cancelled,10.67
O13460,C02018,2023-07-10,Cancelled,2.49
O13461,C00210,2023-01-03,Shipped,15.31
O13462,C00289,2023-05-10,Cancelled,17.03
O13463,C00186,2023-11-20,Shipped,18.58
O13464,C00602,2023-10-24,shipped,29.08
O13465,C00828,2023-09-05,shipped,16.84
O13466,C01126,2023-03-12,Pending,0.72
O13467,C01540,2023-03-28,Pending,22.94
O13468,C00622,2023-11-04,Cancelled,29.39
O13469,C01441,2023-04-30,Cancelled,26.44
O13470,C02024,2023-02-27,shipped,19.35
O13471,C01616,2023-02-26,Shipped,6.02
O13472,C00178,2023-06-24,Shipped,28.5
O13473,C01865,2023-04-08,shipped,22.81
O13474,C01731,2023-12-14,shipped,25.49
O13475,C00610,2023-06-23,Shipped,3.56
O13476,C01726,2023-09-20,Shipped,16.76
O13477,C01711,2023-05-13,Cancelled,10.52
O13478,C01234,2023-05-05,shipped,27.62
O13479,C01896,2023-12-16,Pending,14.04
O13480,C00911,2023-01-14,Pending,18.81
O13481,C01182,2023-08-15,Cancelled,25.84
O13482,C02161,2023-09-21,Shipped,26.58
O13483,C02140,2023-07-09,Cancelled,14.25
O13484,C00544,2023-05-05,Cancelled,19.09
O13485,C00670,2023-09-27,Cancelled,9.38
O13486,C02080,2023-04-23,shipped,3.5
O13487,C02089,2023-12-01,Pending,26.44
O13488,C00931,2023-03-07,Pending,25.46
O13489,C01263,2023-06-10,Pending,11.03
O13490,C00416,2023-06-15,Cancelled,11.69
O13491,C00148,2023-03-11,Cancelled,0.01
O13492,C01829,2023-09-21,Cancelled,5.75
O13493,C00781,2023-11-04,Pending,0.37
O13494,C02116,2023-08-07,Cancelled,28.66
O13495,C00184,2023-05-18,Cancelled,24.52
O13496,C01237,2023-04-21,Cancelled,22.5
O13497,C01831,2023-02-09,shipped,27.39
O13498,C01225,2023-08-30,Cancelled,15.96
O13499,C00163,2023-12-20,Shipped,2.25
O13500,C02076,2023-10-03,shipped,28.67
O13501,C01124,2023-08-21,Cancelled,18.07
O13502,C01067,2023-04-29,Shipped,24.06
O13503,C01476,2023-05-09,shipped,19.06
O13504,C01251,2023-05-29,shipped,23.02
O13505,C01975,2023-06-03,Shipped,11.11
O13506,C02018,2023-12-05,Shipped,11.06
O13507,C00436,2023-01-15,Cancelled,27.05
O13508,C01807,2023-04-07,shipped,16.42
O13509,C00659,2023-02-09,Shipped,19.51
O13510,C01801,2023-09-22,shipped,28.64
O13511,C00357,2023-04-20,Shipped,13.83
O13512,C02140,2023-08-08,Cancelled,14.96
O13513,C01648,2023-08-03,Cancelled,1.45
O13514,C00559,2023-10-03,shipped,9.72
O13515,C00312,2023-10-03,Pending,10.89
O13516,C00536,2023-05-26,Cancelled,23.04
O13517,C00005,2023-07-08,Shipped,14.36
O13518,C02085,2023-08-27,Cancelled,0.99
O13519,C02150,2023-08-09,Cancelled,1.64
O13520,C00539,2023-01-25,shipped,28.4
O13521,C00964,2023-08-24,Shipped,28.82
O13522,C02095,2023-02-04,Cancelled,21.37
O13523,C01633,2023-10-07,Cancelled,0.7
O13524,C00206,2023-10-11,Shipped,21.76
O13525,C01533,2023-03-04,Shipped,9.15
O13526,C01030,2023-02-01,Cancelled,26.87
O13527,C01795,2023-07-03,Shipped,13.65
O13528,C01361,2023-10-02,shipped,9.99
O13529,C00224,2023-09-11,Cancelled,9.88
O13530,C00829,2023-10-13,Pending,16.61
O13531,C00208,2023-12-18,Shipped,18.77
O13532,C01168,2023-06-06,Pending,10.31
O13533,C01378,2023-02-23,Cancelled,6.12
O13534,C02079,2023-03-11,Cancelled,3.9
O13535,C01730,2023-07-15,Shipped,29.31
O13536,C00092,2023-08-05,Shipped,20.47
O13537,C01300,2023-09-14,Cancelled,23.98
O13538,C00418,2023-10-07,Shipped,17.98
O13539,C01160,2023-10-26,Cancelled,7.06
O13540,C02063,2023-04-13,shipped,26.8
O13541,C01817,2023-07-25,Pending,16.27
O13542,C00134,2023-09-21,Pending,27.01
O13543,C00101,2023-07-04,Shipped,8.56
O13544,C00173,2023-09-15,Pending,17.96
O13545,C01453,2023-08-15,Shipped,19.27
O13546,C02063,2023-12-29,Pending,12.94
O13547,C00848,2023-09-25,Pending,3.79
O13548,C01295,2023-05-20,Shipped,19.74
O13549,C01854,2023-02-07,Shipped,23.68
O13550,C02039,2023-03-31,Pending,18.59
O13551,C00181,2023-07-27,Pending,7.63
O13552,C02191,2023-12-17,shipped,0.69
O13553,C00585,2023-08-08,Cancelled,19.82
O13554,C00317,2023-07-23,shipped,20.13
O13555,C01551,2023-02-23,Shipped,8.82
O13556,C01421,2023-05-27,shipped,7.56
O13557,C00546,2023-01-04,Pending,25.15
O13558,C00573,2023-02-17,Cancelled,0.84
O13559,C00758,2023-05-26,shipped,17.48
O13560,C00369,2023-05-01,Cancelled,29.39
O13561,C01032,2023-01-02,Pending,15.54
O13562,C00328,2023-09-23,Pending,0.35
O13563,C00078,2023-09-11,shipped,21.24
O13564,C00431,2023-11-28,shipped,16.69
O13565,C01728,2023-02-22,shipped,25.97
O13566,C02013,2023-05-20,shipped,7.25
O13567,C00818,2023-07-19,Shipped,10.78
O13568,C00812,2023-01-05,Shipped,10.34
O13569,C01871,2023-05-08,shipped,23.56
O13570,C01260,2023-03-27,shipped,3.42
O13571,C02153,2023-10-09,shipped,8.05
O13572,C00173,2023-12-11,shipped,27.43
O13573,C00509,2023-02-05,shipped,25.76
O13574,C00132,2023-08-08,shipped,16.76
O13575,C00790,2023-01-24,Cancelled,25.57
O13576,C00125,2023-06-11,shipped,19.3
O13577,C01106,2023-09-23,Shipped,13.49
O13578,C01145,2023-11-01,Pending,10.03
O13579,C02193,2023-02-13,Cancelled,19.09
O13580,C01885,2023-09-22,shipped,11.61
O13581,C01134,2023-03-06,Cancelled,14.85
O13582,C01818,2023-09-30,Shipped,2.18
O13583,C01741,2023-03-16,shipped,4.11
O13584,C01798,2023-09-22,Shipped,1.25
O13585,C00282,2023-12-06,Cancelled,16.57
O13586,C00968,2023-07-27,Shipped,7.91
O13587,C00240,2023-05-19,shipped,15.24
O13588,C00374,2023-04-19,Shipped,7.14
O13589,C00815,2023-11-27,Cancelled,3.34
O13590,C00631,2023-05-11,Pending,26.53
O13591,C01768,2023-01-24,Cancelled,21.12
O13592,C01970,2023-03-06,shipped,6.41
O13593,C01760,2023-04-27,Shipped,10.82
O13594,C00244,2023-09-28,Cancelled,17.1
O13595,C01255,2023-12-03,Pending,21.52
O13596,C01578,2023-01-30,Shipped,16.47
O13597,C02001,2023-09-17,shipped,17.82
O13598,C00665,2023-10-08,Cancelled,6.78
O13599,C01021,2023-02-27,Pending,4.88
O13600,C00609,2023-11-28,Pending,22.97
O13601,C00442,2023-09-24,shipped,21.56
O13602,C00652,2023-04-24,Pending,27.46
O13603,C01746,2023-03-16,Pending,24.13
O13604,C02115,2023-02-11,Pending,6.79
O13605,C01810,2023-12-18,shipped,16.14
O13606,C00196,2023-02-15,shipped,8.75
O13607,C01582,2023-02-01,Shipped,24.65
O13608,C01277,2023-03-09,shipped,3.79
O13609,C00652,2023-03-04,Cancelled,18.15
O13610,C00329,2023-09-19,shipped,2.84
O13611,C00990,2023-11-08,Pending,3.8
O13612,C01840,2023-03-15,Cancelled,11.26
O13613,C01496,2023-11-21,shipped,28.67
O13614,C01795,2023-01-12,Shipped,2.08
O13615,C01369,2023-02-04,Shipped,1.58
O13616,C02119,2023-05-29,shipped,18.83
O13617,C01059,2023-02-09,Shipped,18.32
O13618,C01865,2023-04-28,shipped,2.83
O13619,C00375,2023-09-19,Cancelled,21.11
O13620,C00846,2023-11-14,Cancelled,4.7
O13621,C00954,2023-06-01,Shipped,23.08
O13622,C02034,2023-01-31,Pending,22.01
O13623,C01012,2023-03-15,Pending,23.18
O13624,C00089,2023-10-25,Cancelled,28.43
O13625,C00859,2023-02-24,Shipped,15.91
O13626,C00167,2023-08-10,shipped,14.66
O13627,C00787,2023-04-10,shipped,3.7
O13628,C01904,2023-12-28,Pending,25.51
O13629,C00862,2023-07-05,Shipped,14.01
O13630,C00199,2023-12-07,Cancelled,10.38
O13631,C01340,2023-12-19,Cancelled,11.49
O13632,C01370,2023-03-05,shipped,5.99
O13633,C00904,2023-12-09,shipped,10.56
O13634,C02083,2023-06-04,Pending,4.31
O13635,C01745,2023-04-09,shipped,24.98
O13636,C01767,2023-05-20,Cancelled,17.76
O13637,C01277,2023-11-24,Cancelled,5.1
O13638,C01915,2023-12-31,Cancelled,12.15
O13639,C01787,2023-10-31,Shipped,7.4
O13640,C02153,2023-02-01,Cancelled,5.23
O13641,C02054,2023-10-05,Pending,27.96
O13642,C00628,2023-08-05,Shipped,29.39
O13643,C00674,2023-12-03,shipped,22.86
O13644,C02071,2023-08-19,Pending,2.0
O13645,C02119,2023-12-01,Cancelled,21.22
O13646,C00800,2023-08-29,Shipped,4.63
O13647,C00302,2023-10-03,Pending,10.56
O13648,C01501,2023-08-21,Cancelled,4.92
O13649,C01154,2023-07-28,Shipped,10.51
O13650,C00158,2023-04-26,Shipped,3.0
O13651,C01441,2023-04-08,Cancelled,15.63
O13652,C00686,2023-10-16,shipped,9.19
O13653,C00581,2023-11-08,Pending,8.96
O13654,C00100,2023-03-18,Cancelled,16.05
O13655,C01842,2023-07-30,Cancelled,21.27
O13656,C00738,2023-12-16,Cancelled,15.55
O13657,C01682,2023-01-28,Pending,3.78
O13658,C00743,2023-06-23,shipped,3.03
O13659,C00504,2023-02-06,Pending,21.73
O13660,C00358,2023-08-27,Pending,15.14
O13661,C01549,2023-03-15,Cancelled,2.38
O13662,C00710,2023-09-19,shipped,19.47
O13663,C01987,2023-04-18,shipped,9.81
O13664,C01844,2023-01-14,Cancelled,1.03
O13665,C01487,2023-09-11,Shipped,23.88
O13666,C00002,2023-11-22,shipped,7.96
O13667,C00617,2023-08-24,Shipped,27.89
O13668,C01313,2023-07-31,shipped,21.21
O13669,C00189,2023-05-07,Cancelled,8.46
O13670,C01718,2023-03-30,Cancelled,23.07
O13671,C01896,2023-12-29,Cancelled,27.93
O13672,C00047,2023-08-01,Shipped,0.65
O13673,C02047,2023-01-22,Pending,29.8
O13674,C02018,2023-07-05,Shipped,21.07
O13675,C00329,2023-03-07,Cancelled,22.94
O13676,C01400,2023-02-02,Shipped,17.94
O13677,C00310,2023-07-16,Cancelled,7.39
O13678,C02073,2023-11-09,Shipped,7.68
O13679,C00709,2023-12-03,Pending,16.9
O13680,C01441,2023-08-11,Shipped,14.42
O13681,C00564,2023-10-03,Shipped,13.18
O13682,C01597,2023-04-03,Cancelled,23.44
O13683,C00350,2023-04-04,Pending,24.13
O13684,C01072,2023-03-25,Pending,11.35
O13685,C00349,2023-04-13,Pending,21.76
O13686,C01017,2023-05-10,Cancelled,26.91
O13687,C01871,2023-05-07,Cancelled,27.92
O13688,C02150,2023-12-08,Cancelled,4.71
O13689,C01921,2023-06-28,Cancelled,2.84
O13690,C01988,2023-02-13,Pending,17.03
O13691,C01295,2023-09-05,Shipped,26.36
O13692,C00227,2023-02-03,Pending,7.06
O13693,C00321,2023-09-08,Cancelled,18.92
O13694,C01989,2023-12-19,shipped,5.0
O13695,C01071,2023-01-10,Shipped,18.98
O13696,C01866,2023-02-12,Shipped,28.24
O13697,C00518,2023-10-07,Shipped,15.11
O13698,C00127,2023-02-11,shipped,13.28
O13699,C01908,2023-07-04,shipped,27.4
O13700,C01131,2023-04-13,Cancelled,7.29
O13701,C01198,2023-06-20,Pending,1.74
O13702,C01639,2023-09-14,Cancelled,28.61
O13703,C01548,2023-01-10,Pending,0.0
O13704,C01526,2023-09-16,Shipped,18.82
O13705,C01222,2023-06-24,Shipped,23.83
O13706,C01846,2023-11-01,Shipped,29.39
O13707,C02015,2023-02-28,Cancelled,24.18
O13708,C01337,2023-07-23,Cancelled,22.97
O13709,C01485,2023-10-31,Cancelled,2.0
O13710,C02160,2023-04-28,Cancelled,27.89
O13711,C01050,2023-01-11,Pending,29.86
O13712,C00714,2023-01-25,Cancelled,23.15
O13713,C00380,2023-10-14,Shipped,2.07
O13714,C02182,2023-05-09,Pending,5.55
O13715,C00550,2023-05-21,Pending,0.65
O13716,C00663,2023-11-07,Pending,15.92
O13717,C00144,2023-04-06,Cancelled,2.16
O13718,C00657,2023-06-08,Cancelled,1.96
O13719,C01412,2023-05-09,Cancelled,14.27
O13720,C00457,2023-12-18,Pending,11.92
O13721,C00283,2023-08-06,shipped,25.6
O13722,C00622,2023-10-13,Pending,11.16
O13723,C00313,2023-04-10,Cancelled,24.92
O13724,C01488,2023-08-15,Shipped,28.77
O13725,C00572,2023-09-01,shipped,21.68
O13726,C01465,2023-07-22,Cancelled,29.48
O13727,C02033,2023-08-19,Pending,5.51
O13728,C00082,2023-11-14,Cancelled,7.02
O13729,C01756,2023-09-09,Pending,25.36
O13730,C00233,2023-10-22,Shipped,26.0
O13731,C00976,2023-07-05,shipped,8.48
O13732,C01463,2023-12-03,shipped,5.15
O13733,C00898,2023-11-03,Pending,21.28
O13734,C01256,2023-10-21,Cancelled,2.45
O13735,C00435,2023-09-12,Shipped,14.63
O13736,C01462,2023-08-03,Pending,24.3
O13737,C01213,2023-12-28,Shipped,14.93
O13738,C01027,2023-12-15,Cancelled,27.21
O13739,C01410,2023-01-03,Shipped,0.51
O13740,C00693,2023-05-20,shipped,0.6
O13741,C00181,2023-02-07,Cancelled,0.71
O13742,C01708,2023-09-02,Pending,14.36
O13743,C00458,2023-05-12,Pending,16.87
O13744,C00493,2023-10-26,Pending,18.64
O13745,C01759,2023-12-01,shipped,15.77
O13746,C01959,2023-04-17,Cancelled,13.86
O13747,C01900,2023-10-18,Shipped,7.12
O13748,C01755,2023-08-30,Shipped,15.76
O13749,C01752,2023-12-23,Pending,29.35
O13750,C01030,2023-05-01,Pending,12.07
O13751,C00071,2023-06-18,Pending,12.0
O13752,C01452,2023-08-29,Shipped,20.19
O13753,C01240,2023-01-10,Pending,18.22
O13754,C01418,2023-01-18,Pending,23.56
O13755,C02016,2023-12-19,shipped,5.59
O13756,C02050,2023-04-07,shipped,20.41
O13757,C00644,2023-06-04,Cancelled,5.28
O13758,C00172,2023-02-18,Cancelled,25.47
O13759,C01232,2023-05-31,Cancelled,25.58
O13760,C01154,2023-10-28,Pending,19.98
O13761,C01061,2023-07-01,Cancelled,18.21
O13762,C00678,2023-01-26,Pending,6.68
O13763,C00840,2023-03-28,Shipped,12.1
O13764,C01185,2023-07-30,shipped,29.16
O13765,C01200,2023-03-02,Cancelled,17.46
O13766,C01804,2023-07-07,shipped,4.14
O13767,C01472,2023-04-20,Pending,3.58
O13768,C01479,2023-01-24,Pending,19.14
O13769,C00022,2023-01-29,Pending,0.25
O13770,C00653,2023-05-08,Shipped,9.52
O13771,C01135,2023-10-16,Pending,2.04
O13772,C00209,2023-03-17,Cancelled,16.34
O13773,C01485,2023-10-26,shipped,24.53
O13774,C01826,2023-02-03,Cancelled,0.62
O13775,C01696,2023-01-06,Pending,28.16
O13776,C00967,2023-04-21,shipped,22.63
O13777,C00306,2023-09-30,Pending,25.6
O13778,C00005,2023-12-05,shipped,23.01
O13779,C01653,2023-10-06,Pending,10.71
O13780,C00942,2023-04-15,Shipped,19.84
O13781,C00438,2023-06-23,shipped,9.86
O13782,C00906,2023-04-05,Cancelled,29.94
O13783,C02176,2023-04-08,Cancelled,28.23
O13784,C00308,2023-03-20,shipped,10.47
O13785,C01247,2023-03-12,Pending,25.84
O13786,C01037,2023-05-01,shipped,27.26
O13787,C00447,2023-06-03,Shipped,13.01
O13788,C00761,2023-07-22,Pending,12.69
O13789,C00192,2023-02-08,Cancelled,11.25
O13790,C00109,2023-01-13,shipped,23.6
O13791,C00620,2023-10-22,Cancelled,22.13
O13792,C01555,2023-06-01,shipped,10.5
O13793,C01545,2023-07-10,Shipped,25.85
O13794,C00202,2023-11-27,Pending,17.11
O13795,C01326,2023-11-05,Cancelled,1.04
O13796,C00722,2023-10-28,Pending,4.51
O13797,C01016,2023-06-30,Cancelled,14.71
O13798,C01293,2023-01-29,shipped,5.76
O13799,C00463,2023-03-11,Shipped,9.84
O13800,C00176,2023-10-11,Cancelled,15.43
O13801,C00945,2023-11-07,Pending,5.41
O13802,C00336,2023-02-05,shipped,7.74
O13803,C01556,2023-12-25,Pending,29.19
O13804,C00746,2023-02-11,Shipped,2.17
O13805,C00641,2023-08-26,Shipped,12.22
O13806,C00656,2023-05-04,Cancelled,11.99
O13807,C02017,2023-04-29,shipped,5.18
O13808,C01700,2023-10-21,Cancelled,17.59
O13809,C01110,2023-08-15,Pending,18.35
O13810,C01917,2023-05-16,Shipped,28.16
O13811,C00750,2023-08-24,Shipped,28.68
O13812,C00742,2023-12-27,Pending,29.66
O13813,C02117,2023-06-14,Cancelled,9.79
O13814,C00562,2023-02-16,Pending,15.84
O13815,C01167,2023-05-23,Pending,24.92
O13816,C01708,2023-02-03,shipped,29.93
O13817,C01919,2023-09-02,Shipped,20.34
O13818,C00832,2023-09-16,Pending,3.44
O13819,C01930,2023-12-16,Shipped,2.44
O13820,C00325,2023-06-29,shipped,29.5
O13821,C01323,2023-06-20,shipped,10.97
O13822,C02061,2023-05-24,Shipped,17.83
O13823,C01422,2023-05-21,Pending,16.54
O13824,C01277,2023-05-06,Shipped,7.53
O13825,C00633,2023-09-29,Shipped,25.2
O13826,C00143,2023-07-05,shipped,15.07
O13827,C02055,2023-07-18,Pending,9.21
O13828,C01916,2023-03-02,Pending,24.34
O13829,C00992,2023-03-22,shipped,0.37
O13830,C00865,2023-03-24,Shipped,29.81
O13831,C01209,2023-05-03,Shipped,10.51
O13832,C01498,2023-06-22,Pending,3.65
O13833,C02159,2023-03-20,Shipped,20.15
O13834,C02142,2023-08-17,Shipped,10.57
O13835,C01605,2023-10-07,Cancelled,5.82
O13836,C00872,2023-09-14,Pending,2.78
O13837,C00118,2023-03-07,Pending,5.55
O13838,C01979,2023-05-11,Shipped,12.21
O13839,C00688,2023-05-24,Cancelled,8.86
O13840,C00956,2023-12-06,shipped,2.16
O13841,C00214,2023-10-28,shipped,23.22
O13842,C01962,2023-01-19,Shipped,27.67
O13843,C00430,2023-11-09,Shipped,3.38
O13844,C01034,2023-01-07,shipped,23.65
O13845,C01974,2023-10-16,shipped,25.96
O13846,C00830,2023-05-11,Cancelled,2.66
O13847,C00073,2023-08-15,Pending,11.23
O13848,C01891,2023-10-17,Cancelled,1.57
O13849,C01533,2023-07-31,Pending,8.61
O13850,C00103,2023-03-07,Cancelled,2.77
O13851,C00218,2023-02-28,Shipped,23.2
O13852,C00414,2023-01-12,Pending,0.73
O13853,C01131,2023-11-06,Shipped,0.79
O13854,C00034,2023-05-19,Cancelled,27.78
O13855,C00475,2023-03-10,Shipped,8.06
O13856,C01709,2023-08-12,Pending,9.8
O13857,C00626,2023-08-18,Pending,27.8
O13858,C02155,2023-06-02,Pending,28.34
O13859,C00315,2023-08-20,Shipped,19.48
O13860,C01410,2023-06-15,Cancelled,14.12
O13861,C01508,2023-02-26,Cancelled,2.6
O13862,C02075,2023-04-20,Cancelled,11.12
O13863,C01886,2023-04-21,Cancelled,20.85
O13864,C02172,2023-02-12,shipped,0.96
O13865,C01622,2023-08-09,shipped,12.87
O13866,C01879,2023-04-09,Pending,26.63
O13867,C00426,2023-10-10,Shipped,7.17
O13868,C00572,2023-09-21,shipped,8.46
O13869,C00489,2023-04-15,Pending,21.03
O13870,C00927,2023-12-24,Pending,26.0
O13871,C00316,2023-09-04,Cancelled,10.35
O13872,C00379,2023-03-23,Pending,20.51
O13873,C00275,2023-09-16,Pending,23.74
O13874,C01790,2023-09-07,Cancelled,10.72
O13875,C02013,2023-07-05,Shipped,13.41
O13876,C00157,2023-03-31,Shipped,0.13
O13877,C00786,2023-09-03,Pending,9.43
O13878,C01514,2023-11-30,shipped,2.45
O13879,C00774,2023-11-04,Pending,16.09
O13880,C01798,2023-11-23,Pending,21.41
O13881,C01187,2023-08-10,Shipped,11.89
O13882,C01648,2023-06-28,Cancelled,28.48
O13883,C02180,2023-10-17,Pending,16.27
O13884,C01957,2023-08-07,shipped,1.97
O13885,C02080,2023-01-04,Cancelled,29.7
O13886,C01305,2023-08-07,Cancelled,1.59
O13887,C01362,2023-10-17,Pending,1.15
O13888,C02034,2023-12-03,Cancelled,1.0
O13889,C01302,2023-11-10,Shipped,11.61
O13890,C01246,2023-11-07,Shipped,5.19
O13891,C00042,2023-08-04,shipped,1.58
O13892,C00046,2023-07-08,shipped,13.08
O13893,C01445,2023-05-21,Shipped,19.74
O13894,C01313,2023-03-26,shipped,25.63
O13895,C02047,2023-06-05,Pending,22.98
O13896,C01885,2023-07-27,Shipped,7.66
O13897,C00360,2023-12-11,shipped,17.22
O13898,C01749,2023-01-19,Shipped,5.22
O13899,C00434,2023-10-22,Cancelled,23.63
O13900,C01677,2023-07-29,Pending,15.47
O13901,C01231,2023-06-20,shipped,10.33
O13902,C00500,2023-05-12,Cancelled,20.62
O13903,C01096,2023-02-21,Cancelled,26.31
O13904,C00892,2023-09-13,Cancelled,20.74
O13905,C00313,2023-05-14,shipped,10.74
O13906,C01035,2023-11-15,Pending,4.64
O13907,C01289,2023-07-09,Cancelled,25.37
O13908,C01529,2023-03-24,shipped,20.87
O13909,C00671,2023-09-26,Shipped,11.76
O13910,C02123,2023-01-13,Cancelled,5.44
O13911,C00365,2023-06-24,Pending,3.96
O13912,C02150,2023-12-12,Shipped,27.49
O13913,C01304,2023-05-12,Cancelled,16.45
O13914,C00613,2023-03-27,Pending,1.94
O13915,C01554,2023-08-23,Pending,12.59
O13916,C01740,2023-01-22,Pending,17.57
O13917,C00074,2023-10-25,Pending,9.67
O13918,C01148,2023-04-25,Pending,26.73
O13919,C00449,2023-11-30,Cancelled,12.16
O13920,C00949,2023-03-17,Cancelled,0.29
O13921,C01039,2023-07-18,Shipped,9.89
O13922,C00464,2023-05-27,Shipped,0.08
O13923,C00277,2023-04-30,Cancelled,4.11
O13924,C02127,2023-03-17,Cancelled,21.38
O13925,C00048,2023-05-23,Cancelled,19.73
O13926,C00302,2023-11-14,Pending,5.87
O13927,C01633,2023-01-31,Pending,3.03
O13928,C00730,2023-08-11,Pending,9.8
O13929,C00752,2023-12-19,Shipped,27.23
O13930,C02027,2023-02-02,Pending,2.18
O13931,C01112,2023-09-11,Pending,22.11
O13932,C00323,2023-09-17,Shipped,13.52
O13933,C02193,2023-02-21,Pending,28.62
O13934,C00049,2023-01-25,Pending,26.33
O13935,C01417,2023-09-30,shipped,15.01
O13936,C00986,2023-07-29,Shipped,17.23
O13937,C01730,2023-12-23,Shipped,1.24
O13938,C01508,2023-09-19,Pending,12.84
O13939,C01560,2023-09-04,Shipped,18.36
O13940,C01917,2023-07-10,shipped,19.1
O13941,C02141,2023-06-16,Pending,13.91
O13942,C00454,2023-11-24,Shipped,24.61
O13943,C00714,2023-10-14,Shipped,13.73
O13944,C00801,2023-06-12,Pending,3.91
O13945,C01123,2023-07-30,Pending,20.34
O13946,C01068,2023-08-21,Cancelled,25.44
O13947,C01039,2023-10-19,shipped,2.86
O13948,C01796,2023-08-22,Shipped,23.05
O13949,C00410,2023-07-29,shipped,5.16
O13950,C00858,2023-05-05,Cancelled,15.05
O13951,C00368,2023-12-04,Cancelled,26.87
O13952,C00996,2023-10-09,Pending,12.13
O13953,C01764,2023-05-08,Shipped,17.12
O13954,C00630,2023-06-13,Pending,19.56
O13955,C01019,2023-03-10,Pending,26.15
O13956,C00673,2023-08-08,Shipped,11.64
O13957,C01047,2023-02-10,Cancelled,24.84
O13958,C01736,2023-03-27,Pending,22.77
O13959,C01680,2023-03-17,Pending,5.02
O13960,C00080,2023-08-25,Shipped,3.49
O13961,C00438,2023-06-16,Shipped,27.99
O13962,C01644,2023-10-19,Cancelled,12.25
O13963,C01283,2023-07-08,Shipped,5.24
O13964,C00887,2023-01-02,Shipped,16.55
O13965,C00041,2023-12-12,Shipped,8.04
O13966,C00359,2023-02-05,Cancelled,11.13
O13967,C00665,2023-09-11,Pending,13.47
O13968,C01075,2023-06-24,shipped,5.4
O13969,C01330,2023-08-27,Cancelled,19.79
O13970,C01453,2023-02-18,shipped,20.97
O13971,C01144,2023-10-19,Cancelled,3.89
O13972,C02055,2023-08-18,shipped,10.46
O13973,C02072,2023-07-30,Pending,13.37
O13974,C01727,2023-08-24,Pending,11.08
O13975,C00969,2023-03-23,Cancelled,19.81
O13976,C00558,2023-12-18,shipped,0.26
O13977,C01285,2023-11-07,Pending,22.44
O13978,C01812,2023-08-20,Shipped,3.07
O13979,C00176,2023-07-18,Shipped,22.29
O13980,C00850,2023-12-27,Pending,23.52
O13981,C00199,2023-10-23,Cancelled,2.38
O13982,C01288,2023-03-07,Shipped,8.22
O13983,C02129,2023-04-02,Pending,9.34
O13984,C01233,2023-08-02,Shipped,7.39
O13985,C01099,2023-07-25,shipped,18.53
O13986,C01789,2023-03-18,Shipped,7.57
O13987,C00820,2023-02-21,Pending,13.53
O13988,C01192,2023-03-28,shipped,19.68
O13989,C00458,2023-04-15,Shipped,27.69
O13990,C01977,2023-05-23,shipped,3.65
O13991,C00626,2023-11-29,Cancelled,10.62
O13992,C00646,2023-09-09,Cancelled,20.49
O13993,C01727,2023-03-24,Shipped,10.34
O13994,C00613,2023-02-16,Shipped,23.92
O13995,C00715,2023-05-20,Pending,14.03
O13996,C00073,2023-06-28,shipped,28.1
O13997,C00757,2023-11-15,Cancelled,17.15
O13998,C00065,2023-09-22,Pending,0.91
O13999,C00682,2023-03-01,Pending,2.68
O14000,C01121,2023-03-18,Pending,13.25
O14001,C01400,2023-12-05,Shipped,0.88
O14002,C02184,2023-04-26,Cancelled,26.7
O14003,C01631,2023-03-01,Shipped,20.88
O14004,C00389,2023-02-28,shipped,11.17
O14005,C01434,2023-10-30,Shipped,12.73
O14006,C00164,2023-08-04,Pending,7.43
O14007,C01091,2023-11-22,shipped,9.43
O14008,C01301,2023-08-01,Cancelled,2.23
O14009,C01888,2023-03-01,Cancelled,10.6
O14010,C01851,2023-12-17,shipped,22.48
O14011,C00138,2023-03-24,shipped,17.38
O14012,C01991,2023-06-16,Cancelled,17.56
O14013,C01909,2023-02-09,Shipped,13.62
O14014,C00476,2023-07-24,shipped,25.47
O14015,C01324,2023-01-25,Cancelled,16.5
O14016,C01586,2023-08-09,Pending,22.44
O14017,C00338,2023-08-11,Pending,13.75
O14018,C00123,2023-02-05,Pending,7.03
O14019,C00168,2023-12-29,shipped,23.77
O14020,C00972,2023-02-28,shipped,20.42
O14021,C01516,2023-05-19,Cancelled,23.79
