order_id,product_id,quantity,discount
O14838,P121,7,8.03
O14839,P100,2,5.01
O14839,P112,5,8.19
O14839,P173,8,0.19
O14839,P316,8,7.04
O14839,P218,5,10.98
O14840,P337,7,4.38
O14841,P149,2,13.74
O14841,P142,2,8.85
O14841,P330,6,4.9
O14841,P234,4,19.98
O14841,P392,8,9.16
O14842,P152,2,15.08
O14843,P115,5,6.56
O14843,P148,6,16.8
O14844,P166,4,19.05
O14845,P196,1,17.08
O14845,P287,8,14.13
O14846,P241,4,11.02
O14846,P167,8,18.14
O14846,P263,3,9.71
O14846,P102,8,8.3
O14847,P288,2,5.4
O14847,P209,7,16.87
O14847,P365,8,17.26
O14847,P223,5,7.69
O14848,P169,4,7.2
O14848,P378,3,3.34
O14848,P211,2,10.57
O14848,P269,8,4.05
O14848,P393,6,10.16
O14849,P128,3,7.94
O14849,P320,6,7.26
O14849,P159,6,5.75
O14849,P168,3,10.58
O14849,P185,5,6.11
O14850,P287,6,10.81
O14850,P326,8,1.72
O14850,P157,8,4.3
O14850,P389,2,5.87
O14851,P351,5,10.7
O14851,P108,4,3.62
O14851,P232,8,9.13
O14851,P399,1,18.36
O14851,P368,8,6.31
O14852,P283,7,2.71
O14852,P392,3,16.07
O14853,P330,1,16.24
O14853,P170,4,0.87
O14854,P366,2,17.43
O14855,P377,7,16.22
O14855,P244,7,4.61
O14855,P380,1,0.02
O14855,P106,6,6.49
O14856,P394,2,15.13
O14856,P154,4,7.91
O14857,P165,5,6.2
O14857,P366,4,18.14
O14857,P119,1,14.44
O14857,P251,4,16.34
O14858,P214,8,10.79
O14858,P386,5,14.43
O14859,P276,8,7.1
O14860,P169,6,3.54
O14860,P398,8,9.11
O14860,P144,5,19.92
O14860,P357,7,2.37
O14861,P137,1,9.26
O14861,P291,5,18.33
O14861,P356,1,18.66
O14862,P345,1,13.84
O14862,P399,3,9.54
O14862,P145,2,4.24
O14862,P394,4,16.86
O14862,P340,2,5.16
O14863,P270,4,11.68
O14863,P159,1,6.75
O14863,P311,5,1.85
O14863,P179,1,2.47
O14864,P244,5,0.19
O14864,P106,4,14.64
O14865,P118,3,3.5
O14865,P358,6,0.91
O14866,P271,8,12.79
O14866,P268,4,17.28
O14866,P178,3,5.95
O14866,P257,2,6.5
O14866,P211,8,13.23
O14867,P217,2,7.95
O14867,P326,5,3.69
O14868,P160,8,10.21
O14868,P224,4,0.14
O14869,P348,3,19.72
O14869,P271,7,15.37
O14869,P112,5,19.71
O14869,P334,6,15.11
O14870,P136,3,3.98
O14870,P244,8,14.56
O14870,P338,4,10.92
O14871,P190,3,15.15
O14871,P284,5,19.8
O14871,P219,1,5.29
O14871,P242,3,15.73
O14871,P183,6,12.12
O14872,P328,5,11.81
O14872,P149,6,19.43
O14872,P160,8,6.72
O14873,P373,2,1.58
O14873,P168,5,0.66
O14873,P339,5,9.07
O14873,P184,6,9.25
O14873,P289,6,1.84
O14874,P133,3,11.35
O14874,P238,1,0.39
O14874,P332,3,15.08
O14874,P357,2,18.94
O14875,P211,1,1.25
O14875,P386,7,9.68
O14876,P326,7,15.04
O14876,P376,7,18.25
O14876,P345,3,3.68
O14876,P205,5,3.2
O14876,P289,2,16.45
O14877,P370,8,4.6
O14877,P215,6,0.07
O14877,P254,7,10.64
O14878,P104,5,4.88
O14878,P354,5,4.05
O14878,P323,6,15.25
O14878,P322,7,3.56
O14879,P371,2,2.4
O14879,P393,4,14.72
O14879,P189,2,16.5
O14879,P140,2,5.88
O14880,P137,4,10.35
O14880,P205,1,6.35
O14880,P273,5,0.54
O14881,P167,2,5.75
O14881,P198,8,14.55
O14881,P117,7,19.81
O14882,P251,8,17.3
O14883,P336,3,13.05
O14883,P234,4,14.0
O14883,P275,2,5.59
O14883,P275,7,18.74
O14883,P160,8,14.78
O14884,P183,2,3.79
O14884,P384,8,2.44
O14884,P122,3,3.29
O14884,P110,8,5.2
O14884,P265,1,17.07
O14885,P121,7,13.29
O14885,P201,4,1.82
O14886,P241,2,12.05
O14886,P351,1,12.29
O14887,P275,4,11.69
O14887,P367,3,5.3
O14888,P344,5,5.62
O14888,P375,8,12.78
O14888,P119,3,8.88
O14889,P196,8,14.24
O14889,P165,4,17.66
O14889,P287,6,12.96
O14890,P306,4,11.76
O14890,P116,1,9.09
O14890,P139,1,6.81
O14890,P232,5,12.09
O14890,P308,8,11.93
O14891,P333,7,16.98
O14891,P185,7,6.58
O14891,P147,5,1.09
O14891,P220,2,5.44
O14891,P337,1,16.72
O14892,P214,7,16.81
O14892,P344,4,12.79
O14893,P351,5,15.8
O14893,P298,1,9.3
O14893,P384,2,4.77
O14894,P181,1,13.21
O14894,P345,8,11.05
O14894,P363,6,3.29
O14894,P237,3,15.95
O14894,P331,8,7.61
O14895,P134,3,10.86
O14895,P316,5,12.02
O14896,P246,4,15.99
O14896,P130,8,14.51
O14896,P220,3,6.11
O14897,P112,6,11.31
O14897,P222,8,14.5
O14897,P250,2,15.76
O14897,P175,4,3.71
O14898,P176,3,17.06
O14898,P314,6,16.76
O14898,P333,3,13.13
O14898,P177,5,1.83
O14898,P356,3,0.81
O14899,P197,6,4.2
O14900,P340,1,9.09
O14901,P199,5,3.15
O14901,P358,7,7.48
O14902,P387,3,16.54
O14902,P187,7,2.69
O14902,P224,6,10.6
O14902,P338,5,15.64
O14902,P241,1,15.47
O14903,P144,2,10.49
O14904,P345,5,13.04
O14904,P146,2,13.98
O14904,P302,3,9.22
O14904,P126,4,2.49
O14905,P332,5,16.69
O14905,P106,7,16.58
O14905,P136,4,4.94
O14905,P228,7,3.29
O14906,P255,3,7.48
O14906,P266,6,16.88
O14906,P103,7,6.5
O14906,P133,7,11.94
O14907,P160,3,14.68
O14907,P100,7,4.08
O14908,P357,5,12.31
O14908,P353,2,3.83
O14908,P100,8,8.1
O14909,P168,5,10.55
O14909,P232,2,4.98
O14909,P290,1,16.89
O14909,P166,2,17.21
O14909,P197,6,8.73
O14910,P112,3,6.42
O14910,P167,1,16.2
O14910,P306,4,17.68
O14910,P137,7,7.99
O14911,P324,6,8.41
O14911,P264,1,10.97
O14911,P312,8,11.1
O14912,P222,7,1.03
O14912,P378,7,6.5
O14912,P313,5,17.72
O14913,P362,8,6.29
O14914,P399,7,4.88
O14914,P372,1,10.55
O14914,P236,5,12.5
O14914,P207,3,14.99
O14915,P243,5,3.42
O14915,P155,8,0.03
O14915,P102,6,0.65
O14915,P374,2,0.37
O14915,P341,7,9.16
O14916,P142,2,9.68
O14916,P322,7,13.1
O14916,P227,2,8.18
O14916,P140,8,3.72
O14917,P243,1,9.53
O14917,P160,3,7.99
O14918,P112,8,15.26
O14919,P357,1,9.04
O14919,P148,5,13.84
O14919,P392,8,18.69
O14919,P390,2,6.8
O14919,P305,2,13.32
O14920,P215,1,10.56
O14921,P393,3,8.32
O14921,P285,4,14.78
O14921,P217,3,17.31
O14921,P163,7,19.5
O14922,P154,1,9.23
O14922,P257,4,7.85
O14922,P318,4,19.7
O14922,P231,8,2.74
O14923,P296,3,14.39
O14923,P105,1,0.97
O14923,P352,8,11.41
O14923,P174,8,13.65
O14923,P348,4,13.3
O14924,P306,6,11.17
O14925,P292,2,10.81
O14925,P249,8,0.61
O14925,P388,7,10.17
O14926,P274,2,2.55
O14926,P398,1,2.77
O14926,P394,3,12.12
O14926,P169,7,12.49
O14926,P256,1,11.64
O14927,P372,1,6.25
O14927,P278,6,16.01
O14928,P102,8,8.84
O14928,P148,1,2.36
O14929,P321,5,10.63
O14930,P237,3,3.07
O14930,P320,1,18.38
O14931,P236,4,4.67
O14931,P262,5,16.59
O14931,P134,4,2.67
O14931,P119,2,15.85
O14931,P359,4,18.94
O14932,P171,2,10.63
O14932,P346,2,9.51
O14932,P303,2,5.6
O14932,P138,4,13.39
O14932,P322,8,15.02
O14933,P100,2,13.52
O14933,P161,4,13.83
O14934,P197,6,2.49
O14935,P358,5,15.11
O14935,P123,6,15.16
O14935,P312,1,14.49
O14936,P395,3,0.54
O14936,P220,5,11.48
O14936,P167,8,9.48
O14936,P219,3,16.43
O14937,P387,7,12.05
O14937,P338,6,4.81
O14937,P390,5,19.42
O14937,P385,2,5.75
O14938,P356,4,10.48
O14938,P398,3,19.63
O14938,P348,2,13.18
O14939,P373,1,19.62
O14939,P190,2,0.04
O14939,P295,3,1.99
O14939,P228,7,11.34
O14940,P147,2,19.8
O14941,P132,1,13.41
O14941,P244,8,1.54
O14942,P202,8,5.85
O14942,P265,3,6.01
O14943,P112,1,15.57
O14943,P189,4,8.63
O14943,P386,4,9.96
O14943,P134,8,11.6
O14944,P319,5,0.36
O14944,P239,7,18.31
O14944,P175,3,18.95
O14945,P105,5,4.3
O14945,P377,5,6.57
O14946,P306,7,3.41
O14946,P241,6,17.02
O14946,P152,1,14.97
O14947,P381,6,16.25
O14947,P206,5,7.22
O14947,P305,6,13.7
O14947,P156,5,12.4
O14948,P216,7,15.12
O14949,P315,2,2.7
O14949,P274,4,9.82
O14949,P225,4,18.69
O14949,P271,4,7.05
O14950,P266,6,4.11
O14950,P151,1,7.78
O14950,P256,6,14.29
O14950,P288,1,18.45
O14950,P240,8,14.07
O14951,P385,1,1.05
O14951,P310,3,0.4
O14952,P167,6,17.84
O14952,P387,8,19.91
O14953,P339,1,15.32
O14953,P388,4,8.85
O14953,P142,7,17.94
O14953,P253,8,8.99
O14954,P339,3,5.89
O14954,P227,6,12.27
O14954,P379,2,1.92
O14954,P196,7,12.68
O14955,P318,1,3.15
O14956,P208,4,1.92
O14956,P183,3,9.57
O14956,P118,7,3.66
O14957,P117,2,0.44
O14957,P377,4,16.81
O14958,P117,3,18.18
O14958,P171,7,9.24
O14959,P346,3,5.84
O14959,P136,8,19.19
O14959,P141,5,0.08
O14959,P150,6,9.55
O14960,P395,2,3.77
O14960,P176,2,18.78
O14961,P395,8,19.29
O14961,P282,3,11.91
O14961,P207,2,9.73
O14962,P345,2,18.85
O14962,P127,6,18.33
O14962,P298,1,17.02
O14962,P381,5,15.92
O14962,P274,1,5.22
O14963,P318,4,13.92
O14963,P269,6,16.6
O14963,P359,4,14.59
O14963,P103,2,4.61
O14963,P119,4,14.28
O14964,P324,2,8.62
O14964,P281,7,13.72
O14964,P133,3,9.17
O14964,P302,5,4.44
O14965,P190,6,19.43
O14965,P348,2,12.26
O14966,P174,2,16.86
O14967,P330,2,12.28
O14968,P384,1,6.5
O14968,P370,3,9.62
O14968,P231,8,6.48
O14969,P298,8,18.17
O14969,P262,1,15.1
O14969,P211,5,10.73
O14969,P157,2,12.63
O14970,P289,5,2.28
O14970,P379,8,4.8
O14970,P129,5,13.15
O14971,P189,6,10.12
O14971,P254,3,5.55
O14971,P192,1,9.22
O14972,P214,8,18.62
O14973,P389,2,18.66
O14973,P125,3,13.54
O14973,P376,5,10.65
O14974,P166,7,7.6
O14974,P168,8,17.19
O14974,P125,8,7.56
O14974,P306,2,4.11
O14975,P355,1,13.45
O14976,P170,7,4.73
O14976,P299,1,12.89
O14976,P205,5,1.08
O14976,P140,7,2.98
O14976,P354,4,13.31
O14977,P154,1,6.43
O14978,P359,5,18.1
O14978,P226,3,6.09
O14978,P228,6,5.48
O14979,P276,4,16.28
O14979,P328,7,15.21
O14979,P203,4,5.88
O14979,P178,2,9.91
O14980,P345,1,17.49
O14981,P315,2,5.38
O14981,P162,2,8.42
O14981,P215,3,1.84
O14981,P386,4,14.85
O14981,P265,1,1.31
O14982,P367,8,2.7
O14982,P377,1,10.47
O14983,P183,1,17.77
O14984,P133,7,3.81
O14984,P251,6,1.14
O14985,P378,2,3.24
O14985,P138,6,17.42
O14986,P180,2,0.54
O14986,P321,4,7.06
O14986,P379,8,1.69
O14987,P219,5,19.89
O14987,P319,8,11.91
O14987,P388,8,4.39
O14988,P348,5,2.68
O14989,P328,1,3.33
O14989,P313,6,19.58
O14989,P346,4,19.84
O14990,P297,6,4.14
O14990,P127,3,2.97
O14990,P153,7,12.12
O14990,P183,7,7.17
O14991,P344,6,17.65
O14992,P109,4,7.51
O14992,P106,8,8.55
O14993,P250,4,12.53
O14993,P101,4,7.1
O14994,P329,2,8.93
O14994,P249,4,14.3
O14995,P246,1,16.3
O14996,P173,7,12.84
O14996,P157,6,6.45
O14996,P281,1,15.85
O14996,P111,5,9.66
O14996,P259,2,6.29
O14997,P208,6,3.54
O14997,P215,6,12.74
O14997,P143,3,8.5
O14998,P255,2,15.29
O14999,P398,2,5.79
O15000,P166,7,0.23
O15000,P273,8,9.06
O15000,P182,7,1.3
O15000,P181,2,8.65
O15000,P235,4,10.17
O15001,P249,6,17.05
O15002,P346,8,0.39
O15002,P210,3,4.3
O15002,P249,1,5.39
O15003,P398,5,7.92
O15004,P158,6,18.49
O15004,P193,5,5.98
O15004,P136,7,6.05
O15004,P376,1,4.65
O15005,P327,2,13.67
O15006,P361,5,14.12
O15006,P143,7,9.48
O15006,P238,2,6.49
O15006,P152,1,18.98
O15006,P319,5,7.96
O15007,P247,1,15.43
O15007,P222,3,16.42
O15007,P326,5,1.34
O15007,P242,3,5.18
O15008,P214,8,18.86
O15008,P114,1,10.75
O15008,P296,8,5.36
O15008,P301,7,18.79
O15009,P392,1,5.28
O15009,P322,3,8.64
O15009,P243,8,13.77
O15009,P294,4,18.56
O15009,P162,3,6.59
O15010,P177,4,14.34
O15011,P311,3,15.83
O15011,P296,8,14.99
O15012,P282,2,14.87
O15012,P248,1,10.95
O15013,P278,6,5.43
O15013,P376,7,16.83
O15013,P339,4,8.06
O15014,P147,4,6.19
O15014,P348,3,8.17
O15014,P260,7,1.26
O15015,P365,5,8.97
O15015,P211,4,19.66
O15016,P312,5,13.45
O15016,P327,7,19.16
O15017,P267,3,12.24
O15017,P330,4,19.45
O15017,P378,5,2.36
O15018,P368,6,11.93
O15018,P283,1,19.55
O15018,P377,2,1.18
O15018,P384,7,11.12
O15018,P329,8,13.24
O15019,P294,4,7.04
O15019,P145,6,8.38
O15019,P196,5,19.77
O15019,P172,2,17.24
O15020,P324,6,16.49
O15020,P308,4,17.67
O15020,P185,5,16.26
O15021,P313,2,2.6
O15021,P123,3,17.41
O15021,P339,3,15.1
O15021,P150,4,13.61
O15021,P130,7,10.0
O15022,P169,1,18.92
O15022,P279,7,11.41
O15022,P335,6,6.21
O15022,P118,2,17.82
O15022,P346,3,10.23
O15023,P352,6,17.24
O15023,P204,5,6.24
O15024,P139,4,8.9
O15024,P226,2,6.52
O15024,P272,1,12.22
O15024,P363,6,18.31
O15025,P223,3,15.12
O15025,P191,8,3.92
O15025,P140,4,2.86
O15026,P252,7,14.01
O15026,P150,5,11.17
O15026,P348,4,2.37
O15026,P215,3,11.84
O15027,P106,4,4.55
O15027,P293,8,7.1
O15027,P103,1,5.41
O15027,P273,2,14.53
O15027,P299,2,6.68
O15028,P272,6,8.33
O15029,P240,4,19.97
O15030,P128,5,12.2
O15030,P224,2,7.31
O15031,P307,3,9.78
O15031,P349,7,15.64
O15032,P383,2,17.96
O15032,P315,8,14.63
O15032,P251,7,6.06
O15032,P342,5,5.56
O15032,P313,5,6.24
O15033,P360,5,2.72
O15033,P372,2,17.19
O15034,P310,3,8.39
O15034,P314,1,8.92
O15034,P222,5,8.45
O15034,P158,3,15.43
O15034,P335,5,17.22
O15035,P369,7,11.81
O15036,P380,4,13.74
O15037,P355,2,17.2
O15037,P113,1,13.03
O15037,P268,2,4.87
O15037,P299,6,7.55
O15037,P159,3,10.87
O15038,P279,8,7.99
O15038,P278,7,17.38
O15038,P338,2,9.6
O15038,P367,8,15.85
O15038,P382,1,2.05
O15039,P260,1,0.8
O15039,P343,4,4.99
O15039,P292,6,3.08
O15040,P162,1,3.86
O15041,P376,4,6.95
O15041,P112,7,7.66
O15041,P115,2,3.25
O15042,P155,5,3.16
O15043,P299,8,3.54
O15043,P346,8,8.14
O15043,P377,1,2.81
O15043,P236,4,7.32
O15043,P378,1,1.02
O15044,P357,5,13.36
O15044,P132,1,2.51
O15044,P250,3,0.99
O15044,P266,6,0.61
O15045,P176,5,15.28
O15046,P245,5,1.23
O15046,P266,1,4.3
O15046,P199,1,13.05
O15047,P260,1,12.24
O15047,P312,3,12.7
O15047,P182,6,15.17
O15047,P279,2,16.72
O15047,P115,5,17.7
O15048,P326,4,16.2
O15049,P108,2,18.64
O15049,P236,4,13.7
O15049,P287,7,6.39
O15050,P345,3,12.14
O15051,P379,8,3.87
O15051,P263,4,4.75
O15051,P139,3,1.72
O15051,P352,8,8.68
O15052,P147,1,16.0
O15052,P159,7,16.88
O15052,P154,5,11.99
O15052,P128,4,17.54
O15053,P296,8,14.84
O15053,P185,1,17.87
O15053,P187,4,9.98
O15053,P229,5,16.46
O15054,P259,6,13.73
O15054,P364,3,15.46
O15054,P353,6,15.47
O15055,P107,7,16.54
O15055,P305,8,2.94
O15055,P218,5,11.87
O15055,P220,1,11.11
O15055,P149,6,15.32
O15056,P362,8,6.84
O15056,P204,6,13.08
O15057,P133,4,8.84
O15057,P204,7,10.98
O15057,P274,6,1.78
O15057,P144,2,15.4
O15057,P146,6,10.88
O15058,P302,3,0.65
O15058,P223,5,4.34
O15059,P353,7,17.16
O15060,P209,3,7.6
O15060,P171,2,18.38
O15060,P191,8,14.77
O15060,P264,1,19.57
O15061,P302,5,9.27
O15062,P184,2,2.57
O15062,P373,2,16.29
O15062,P337,6,16.0
O15062,P112,3,11.86
O15062,P212,4,1.69
O15063,P288,4,8.19
O15063,P369,5,10.17
O15063,P286,1,8.94
O15063,P126,8,10.21
O15063,P106,4,9.29
O15064,P214,3,3.42
O15064,P396,6,18.6
O15064,P122,2,8.13
O15065,P397,1,3.14
O15066,P307,1,17.05
O15066,P223,2,5.99
O15066,P131,3,0.91
O15066,P100,7,11.22
O15067,P194,2,17.74
O15067,P294,6,4.28
O15067,P168,7,15.54
O15068,P305,8,11.51
O15068,P311,2,16.71
O15068,P254,5,10.86
O15068,P296,1,11.43
O15068,P224,5,18.67
O15069,P308,6,10.28
O15069,P228,1,18.78
O15069,P345,4,2.9
O15069,P143,8,13.69
O15070,P134,4,13.13
O15070,P274,2,0.57
O15070,P196,8,15.72
O15070,P185,1,10.14
O15070,P269,4,0.76
O15071,P105,1,1.16
O15071,P182,5,12.31
O15071,P146,6,1.8
O15071,P310,6,8.85
O15072,P248,5,13.47
O15073,P149,8,12.94
O15073,P100,7,4.56
O15073,P166,8,0.26
O15073,P359,7,11.58
O15073,P123,6,4.19
O15074,P125,4,4.82
O15074,P248,6,14.54
O15074,P277,5,3.89
O15074,P181,2,13.4
O15075,P375,3,5.88
O15075,P223,5,7.46
O15076,P186,1,3.32
O15077,P342,7,3.1
O15077,P296,1,7.52
O15077,P203,8,5.2
O15078,P130,6,3.21
O15079,P306,5,17.23
O15079,P339,6,15.45
O15080,P170,8,1.11
O15080,P397,8,3.48
O15080,P146,3,16.41
O15080,P109,2,12.51
O15080,P274,3,8.21
O15081,P112,2,10.72
O15081,P340,6,5.31
O15081,P113,2,15.35
O15081,P389,5,6.25
O15081,P192,4,18.23
O15082,P371,4,3.11
O15082,P197,3,7.29
O15082,P329,7,0.91
O15083,P151,1,10.88
O15083,P132,1,19.09
O15083,P349,1,18.69
O15084,P238,7,6.71
O15085,P162,5,1.31
O15086,P342,5,15.81
O15086,P398,4,13.85
O15086,P252,4,13.78
O15087,P226,4,10.53
O15087,P199,5,10.44
O15087,P139,8,18.8
O15087,P100,3,10.15
O15087,P100,5,17.73
O15088,P225,7,7.78
O15088,P252,5,15.6
O15088,P200,4,0.21
O15088,P129,2,11.81
O15088,P304,6,8.31
O15089,P311,2,18.32
O15089,P295,1,11.0
O15089,P368,1,14.0
O15089,P128,1,18.69
O15090,P291,7,14.2
O15090,P311,5,15.14
O15090,P346,5,14.62
O15091,P115,4,7.32
O15092,P381,8,12.06
O15093,P236,7,15.67
O15093,P134,5,12.3
O15094,P250,7,16.95
O15094,P214,4,17.05
O15094,P109,1,15.0
O15095,P161,2,1.49
O15095,P206,4,15.02
O15095,P207,3,9.12
O15096,P289,5,5.58
O15097,P320,1,6.48
O15098,P157,3,19.64
O15098,P261,1,6.25
O15098,P270,8,3.87
O15098,P207,7,17.15
O15098,P325,8,14.78
O15099,P294,8,6.41
O15099,P399,5,10.7
O15099,P221,1,6.03
O15099,P104,1,14.22
O15099,P362,5,4.01
O15100,P236,1,0.75
O15100,P329,7,0.61
O15100,P218,1,1.34
O15101,P169,3,7.31
O15101,P372,3,8.23
O15101,P271,1,16.26
O15101,P331,4,1.05
O15101,P304,5,18.25
O15102,P336,7,3.46
O15103,P191,3,6.58
O15103,P267,5,5.87
O15103,P266,5,4.32
O15104,P167,3,14.24
O15104,P212,7,18.99
O15104,P287,4,5.83
O15104,P175,3,3.15
O15104,P162,5,15.57
O15105,P211,8,19.28
O15105,P202,3,19.37
O15106,P284,6,14.2
O15106,P125,3,18.8
O15107,P374,7,17.26
O15107,P229,3,15.95
O15107,P395,8,2.05
O15107,P208,8,5.04
O15108,P351,4,3.99
O15108,P254,8,10.54
O15108,P335,2,13.19
O15108,P183,4,17.83
O15108,P329,4,16.3
O15109,P388,1,2.12
O15109,P201,4,18.29
O15109,P126,4,1.91
O15109,P238,3,12.57
O15110,P170,4,5.05
O15110,P389,8,19.73
O15111,P240,7,17.58
O15111,P263,3,15.92
O15112,P208,2,12.13
O15112,P116,6,8.8
O15112,P235,7,3.36
O15112,P199,3,10.3
O15112,P292,8,18.51
O15113,P368,8,13.84
O15114,P398,1,10.35
O15115,P392,5,6.75
O15115,P372,3,14.19
O15115,P324,5,13.72
O15115,P299,7,2.62
O15115,P194,4,8.61
O15116,P150,2,17.62
O15116,P330,2,1.46
O15117,P328,4,4.65
O15117,P385,7,17.09
O15117,P155,6,9.82
O15117,P188,2,11.66
O15117,P195,7,6.94
O15118,P224,1,8.55
O15118,P374,3,17.56
O15118,P129,3,0.96
O15118,P285,6,13.86
O15119,P263,5,18.72
O15119,P277,1,4.35
O15119,P252,5,12.84
O15120,P167,5,8.45
O15120,P231,7,18.38
O15121,P111,3,17.28
O15121,P242,5,0.19
O15122,P163,4,19.96
O15122,P178,5,13.96
O15122,P163,4,16.9
O15122,P361,1,5.82
O15123,P299,5,8.96
O15123,P174,3,3.7
O15123,P173,7,4.07
O15123,P363,4,1.08
O15123,P382,6,11.16
O15124,P365,4,17.27
O15125,P127,7,16.37
O15126,P126,4,7.45
O15126,P196,1,9.9
O15126,P291,6,0.76
O15126,P197,8,6.02
O15127,P228,7,4.37
O15128,P225,2,8.77
O15128,P354,1,11.09
O15128,P177,8,15.07
O15129,P276,7,4.41
O15129,P348,2,2.81
O15130,P126,5,16.67
O15130,P232,1,19.25
O15130,P133,7,11.63
O15130,P205,6,14.77
O15130,P133,3,9.24
O15131,P337,7,8.32
O15131,P113,3,11.83
O15131,P129,6,0.42
O15131,P335,5,1.49
O15132,P150,2,3.13
O15132,P130,2,4.83
O15132,P304,5,5.04
O15132,P317,5,1.25
O15133,P190,4,15.11
O15133,P235,1,12.11
O15133,P310,7,6.0
O15134,P249,1,11.15
O15134,P250,1,3.27
O15135,P383,2,1.27
O15135,P151,4,9.41
O15135,P125,6,11.29
O15135,P228,6,1.0
O15136,P104,5,4.78
O15136,P116,8,14.95
O15137,P311,7,6.45
O15137,P328,4,11.44
O15137,P115,6,5.55
O15137,P223,1,14.52
O15137,P338,3,3.16
O15138,P186,8,16.11
O15138,P146,6,13.36
O15138,P389,5,16.47
O15138,P226,4,6.13
O15138,P345,2,7.73
O15139,P196,2,4.64
O15140,P184,7,14.48
O15140,P240,5,7.59
O15140,P279,5,11.1
O15141,P336,1,17.86
O15141,P189,5,0.51
O15141,P335,7,15.13
O15142,P317,7,7.96
O15143,P174,8,4.49
O15143,P367,3,2.1
O15144,P224,1,3.4
O15144,P289,7,6.99
O15144,P163,8,7.39
O15144,P319,7,5.04
O15144,P120,6,0.14
O15145,P111,8,3.61
O15145,P310,5,12.06
O15146,P156,7,1.6
O15146,P204,3,12.41
O15147,P270,4,12.72
O15147,P284,6,8.82
O15147,P261,4,8.79
O15147,P132,2,13.03
O15147,P360,3,8.39
O15148,P381,1,13.7
O15148,P233,2,6.34
O15148,P311,3,11.66
O15148,P239,8,8.17
O15148,P102,4,18.29
O15149,P137,7,8.13
O15149,P357,7,18.58
O15149,P392,5,10.14
O15149,P157,1,16.22
O15150,P126,1,6.41
O15150,P370,4,7.46
O15150,P195,8,10.96
O15150,P239,5,1.31
O15151,P303,5,9.05
O15151,P146,3,9.19
O15152,P119,5,1.98
O15152,P273,2,1.18
O15153,P258,3,19.13
O15153,P390,4,1.19
O15153,P136,4,7.6
O15154,P386,2,6.1
O15154,P254,1,5.34
O15154,P280,8,4.34
O15155,P303,4,4.36
O15156,P155,5,10.25
O15156,P349,4,8.15
O15156,P138,8,10.49
O15156,P380,5,14.93
O15156,P177,6,2.31
O15157,P134,1,12.19
O15157,P353,8,16.74
O15158,P213,8,10.52
O15158,P179,6,13.52
O15158,P210,8,11.22
O15158,P197,2,15.52
O15158,P193,3,5.95
O15159,P202,2,12.56
O15159,P196,2,7.17
O15159,P188,4,4.27
O15160,P337,7,6.86
O15160,P278,3,2.5
O15161,P155,8,10.06
O15161,P188,8,8.76
O15162,P255,3,10.63
O15162,P333,1,2.26
O15162,P336,3,7.02
O15162,P368,4,4.31
O15162,P276,5,15.02
O15163,P242,8,9.61
O15163,P156,2,6.74
O15163,P369,7,0.98
O15163,P393,3,4.52
O15164,P289,5,7.14
O15164,P201,6,10.27
O15165,P341,8,3.3
O15165,P293,7,3.48
O15165,P251,2,9.28
O15165,P315,4,10.64
O15165,P172,4,11.82
O15166,P235,1,4.99
O15166,P331,2,17.63
O15166,P133,4,14.32
O15166,P176,1,9.58
O15167,P128,8,19.62
O15167,P227,8,0.33
O15167,P216,8,14.97
O15168,P143,3,1.97
O15168,P253,6,9.65
O15168,P196,5,3.57
O15169,P118,7,12.73
O15169,P275,3,0.45
O15169,P399,1,1.32
O15169,P394,5,13.25
O15169,P122,7,8.44
O15170,P373,6,7.81
O15170,P393,1,12.2
O15170,P110,8,0.96
O15170,P360,1,5.07
O15171,P320,1,7.05
O15172,P312,8,7.49
O15172,P384,4,2.8
O15172,P218,8,15.74
O15172,P176,7,9.67
O15172,P147,8,5.23
O15173,P208,8,12.38
O15173,P259,8,13.49
O15173,P218,1,12.05
O15174,P137,1,8.52
O15175,P244,5,0.24
O15176,P136,5,8.41
O15176,P342,3,4.0
O15176,P135,7,6.12
O15176,P288,1,18.67
O15177,P259,5,9.14
O15177,P252,6,6.09
O15177,P291,7,11.89
O15177,P299,6,17.36
O15177,P254,8,13.85
O15178,P126,8,17.21
O15178,P338,5,10.97
O15179,P222,4,8.04
O15179,P139,3,16.5
O15180,P323,4,5.57
O15180,P322,1,6.38
O15180,P343,7,7.61
O15181,P303,5,14.09
O15181,P301,3,1.88
O15181,P104,7,5.84
O15181,P379,6,10.56
O15182,P129,4,9.28
O15182,P220,7,7.42
O15182,P277,5,17.93
O15182,P315,7,2.54
O15182,P277,8,1.99
O15183,P323,2,17.97
O15184,P327,6,6.25
O15184,P229,4,6.29
O15184,P213,7,16.38
O15184,P387,5,16.4
O15184,P206,1,5.56
O15185,P153,8,6.53
O15186,P384,8,5.84
O15186,P220,6,8.37
O15186,P198,6,17.97
O15186,P205,2,6.74
O15187,P319,4,9.1
O15188,P340,4,0.31
O15189,P282,2,8.85
O15190,P296,1,15.06
O15191,P396,6,7.72
O15192,P274,1,12.74
O15192,P196,6,16.64
O15192,P359,8,7.89
O15192,P196,3,19.45
O15193,P133,5,15.28
O15194,P235,3,9.77
O15194,P159,1,14.79
O15195,P353,5,13.56
O15195,P249,5,0.9
O15195,P137,3,10.71
O15195,P263,5,16.96
O15195,P120,1,1.28
O15196,P293,7,4.36
